,GP_name,quali_pos,driver,age_at_gp_in_days,position,driver_confidence,active_driver
4932,Suzuka Circuit,2,Sebastian Vettel,11055,3,0.955,1
4933,Suzuka Circuit,8,Sebastian Vettel,11419,9,0.955,1
4934,Suzuka Circuit,1,Sebastian Vettel,11790,1,0.955,1
4936,Suzuka Circuit,10,Kimi Räikkönen,12772,10,0.944099379,1
4937,Suzuka Circuit,6,Kimi Räikkönen,13129,6,0.944099379,1
4938,Suzuka Circuit,8,Kimi Räikkönen,13507,3,0.944099379,1
4939,Suzuka Circuit,10,Kimi Räikkönen,13871,6,0.944099379,1
4940,Suzuka Circuit,4,Kimi Räikkönen,14235,4,0.944099379,1
4956,Suzuka Circuit,2,Charles Leclerc,8032,2,0.844444444,1
5020,Suzuka Circuit,3,Lewis Hamilton,10506,3,0.945273632,1
5021,Suzuka Circuit,2,Lewis Hamilton,10863,2,0.945273632,1
5022,Suzuka Circuit,2,Lewis Hamilton,11220,2,0.945273632,1
5023,Suzuka Circuit,2,Lewis Hamilton,11598,2,0.945273632,1
5024,Suzuka Circuit,1,Lewis Hamilton,11962,1,0.945273632,1
5025,Suzuka Circuit,1,Lewis Hamilton,12326,1,0.945273632,1
5026,Suzuka Circuit,4,Lewis Hamilton,12697,4,0.945273632,1
5030,Suzuka Circuit,6,Valtteri Bottas,10268,2,0.965034965,1
5031,Suzuka Circuit,2,Valtteri Bottas,10632,2,0.965034965,1
5032,Suzuka Circuit,3,Valtteri Bottas,11003,3,0.965034965,1
5041,Suzuka Circuit,14,Daniel Ricciardo,8499,16,0.942196532,1
5042,Suzuka Circuit,16,Daniel Ricciardo,8870,16,0.942196532,1
5046,Suzuka Circuit,12,Daniil Kvyat,7467,13,0.917525773,1
5047,Suzuka Circuit,13,Daniil Kvyat,8202,13,0.917525773,1
5048,Suzuka Circuit,14,Daniil Kvyat,9301,14,0.917525773,1
5049,Suzuka Circuit,10,Carlos Sainz,7696,12,0.903846154,1
5050,Suzuka Circuit,14,Carlos Sainz,8074,14,0.903846154,1
5051,Suzuka Circuit,19,Carlos Sainz,8438,15,0.903846154,1
5052,Suzuka Circuit,17,Max Verstappen,6571,15,0.914285714,1
5053,Suzuka Circuit,14,Pierre Gasly,7914,17,0.93877551,1
5054,Suzuka Circuit,7,Pierre Gasly,8278,7,0.93877551,1
5055,Suzuka Circuit,9,Pierre Gasly,8649,9,0.93877551,1
5070,Suzuka Circuit,11,Sergio Pérez,9018,12,0.933333333,1
5071,Suzuka Circuit,9,Sergio Pérez,9375,9,0.933333333,1
5072,Suzuka Circuit,5,Sergio Pérez,9753,7,0.933333333,1
5073,Suzuka Circuit,7,Sergio Pérez,10117,8,0.933333333,1
5074,Suzuka Circuit,9,Sergio Pérez,10481,10,0.933333333,1
5075,Suzuka Circuit,5,Esteban Ocon,7691,7,0.923076923,1
5076,Suzuka Circuit,11,Esteban Ocon,8055,8,0.923076923,1
5097,Suzuka Circuit,17,Sergio Pérez,7926,17,0.933333333,1
5098,Suzuka Circuit,5,Sergio Pérez,8290,6,0.933333333,1
5108,Suzuka Circuit,10,Charles Leclerc,7661,11,0.844444444,1
5119,Suzuka Circuit,1,Sebastian Vettel,8500,1,0.955,1
5120,Suzuka Circuit,1,Sebastian Vettel,8864,1,0.955,1
5121,Suzuka Circuit,1,Sebastian Vettel,9228,1,0.955,1
5122,Suzuka Circuit,2,Sebastian Vettel,9599,2,0.955,1
5123,Suzuka Circuit,9,Sebastian Vettel,9956,9,0.955,1
5128,Suzuka Circuit,6,Daniel Ricciardo,9227,6,0.942196532,1
5129,Suzuka Circuit,7,Daniel Ricciardo,9584,7,0.942196532,1
5130,Suzuka Circuit,4,Daniel Ricciardo,9962,6,0.942196532,1
5131,Suzuka Circuit,3,Daniel Ricciardo,10326,4,0.942196532,1
5132,Suzuka Circuit,15,Daniel Ricciardo,10690,15,0.942196532,1
5133,Suzuka Circuit,20,Daniil Kvyat,7824,10,0.917525773,1
5134,Suzuka Circuit,3,Max Verstappen,6949,5,0.914285714,1
5135,Suzuka Circuit,4,Max Verstappen,7313,5,0.914285714,1
5136,Suzuka Circuit,3,Max Verstappen,7677,3,0.914285714,1
5137,Suzuka Circuit,5,Max Verstappen,8048,5,0.914285714,1
5138,Suzuka Circuit,6,Alexander Albon,8604,6,0.956521739,1
5147,Suzuka Circuit,7,Kimi Räikkönen,12044,8,0.944099379,1
5148,Suzuka Circuit,9,Kimi Räikkönen,12415,9,0.944099379,1
5149,Suzuka Circuit,4,Romain Grosjean,9670,5,0.851851852,1
5150,Suzuka Circuit,4,Romain Grosjean,10041,4,0.851851852,1
5151,Suzuka Circuit,16,Romain Grosjean,10398,18,0.851851852,1
5152,Suzuka Circuit,8,Romain Grosjean,10755,8,0.851851852,1
5155,Suzuka Circuit,13,Kimi Räikkönen,14606,13,0.944099379,1
5156,Suzuka Circuit,11,Antonio Giovinazzi,9434,11,0.88,1
5163,Suzuka Circuit,7,Romain Grosjean,11133,8,0.851851852,1
5164,Suzuka Circuit,13,Romain Grosjean,11497,16,0.851851852,1
5165,Suzuka Circuit,5,Romain Grosjean,11861,5,0.851851852,1
5166,Suzuka Circuit,10,Romain Grosjean,12232,10,0.851851852,1
5168,Suzuka Circuit,12,Kevin Magnussen,9134,13,0.952380952,1
5169,Suzuka Circuit,12,Kevin Magnussen,9498,12,0.952380952,1
5170,Suzuka Circuit,19,Kevin Magnussen,9869,19,0.952380952,1
5178,Suzuka Circuit,22,Daniel Ricciardo,8135,22,0.942196532,1
5205,Suzuka Circuit,17,Sergio Pérez,10852,17,0.933333333,1
5206,Suzuka Circuit,12,Lance Stroll,7654,12,0.923076923,1
5210,Suzuka Circuit,20,Esteban Ocon,7327,21,0.923076923,1
5247,Autódromo José Carlos Pace,11,Daniel Ricciardo,11096,12,0.942196532,1
5248,Autódromo José Carlos Pace,18,Kevin Magnussen,8805,18,0.952380952,1
5249,Autódromo José Carlos Pace,8,Carlos Sainz,8473,9,0.903846154,1
5250,Autódromo José Carlos Pace,15,Carlos Sainz,8837,16,0.903846154,1
5302,Autódromo José Carlos Pace,13,Valtteri Bottas,8854,13,0.965034965,1
5303,Autódromo José Carlos Pace,4,Valtteri Bottas,9204,4,0.965034965,1
5304,Autódromo José Carlos Pace,7,Valtteri Bottas,9575,4,0.965034965,1
5305,Autódromo José Carlos Pace,11,Valtteri Bottas,9939,11,0.965034965,1
5306,Autódromo José Carlos Pace,16,Lance Stroll,6954,18,0.923076923,1
5307,Autódromo José Carlos Pace,19,Lance Stroll,7318,19,0.923076923,1
5309,Autódromo José Carlos Pace,18,George Russell,7945,18,0.958333333,1
5331,Autódromo José Carlos Pace,4,Lewis Hamilton,9435,4,0.945273632,1
5332,Autódromo José Carlos Pace,4,Lewis Hamilton,9820,4,0.945273632,1
5333,Autódromo José Carlos Pace,1,Lewis Hamilton,10184,1,0.945273632,1
5350,Autódromo José Carlos Pace,19,Sergio Pérez,8703,14,0.933333333,1
5351,Autódromo José Carlos Pace,7,Kevin Magnussen,8070,7,0.952380952,1
5352,Autódromo José Carlos Pace,20,Carlos Sainz,9208,20,0.903846154,1
5355,Autódromo José Carlos Pace,10,Lando Norris,7309,11,0.916666667,1
5365,Autódromo José Carlos Pace,3,Sebastian Vettel,10362,3,0.955,1
5366,Autódromo José Carlos Pace,5,Sebastian Vettel,10726,5,0.955,1
5367,Autódromo José Carlos Pace,2,Sebastian Vettel,11090,2,0.955,1
5368,Autódromo José Carlos Pace,2,Sebastian Vettel,11454,2,0.955,1
5369,Autódromo José Carlos Pace,2,Sebastian Vettel,11825,2,0.955,1
5373,Autódromo José Carlos Pace,10,Kimi Räikkönen,12807,10,0.944099379,1
5374,Autódromo José Carlos Pace,4,Kimi Räikkönen,13178,5,0.944099379,1
5375,Autódromo José Carlos Pace,3,Kimi Räikkönen,13542,3,0.944099379,1
5376,Autódromo José Carlos Pace,3,Kimi Räikkönen,13906,3,0.944099379,1
5377,Autódromo José Carlos Pace,4,Kimi Räikkönen,14270,4,0.944099379,1
5401,Autódromo José Carlos Pace,14,Charles Leclerc,8067,4,0.844444444,1
5483,Autódromo José Carlos Pace,5,Lewis Hamilton,10548,5,0.945273632,1
5484,Autódromo José Carlos Pace,2,Lewis Hamilton,10898,2,0.945273632,1
5485,Autódromo José Carlos Pace,2,Lewis Hamilton,11269,2,0.945273632,1
5486,Autódromo José Carlos Pace,1,Lewis Hamilton,11633,1,0.945273632,1
5487,Autódromo José Carlos Pace,20,Lewis Hamilton,11997,20,0.945273632,1
5488,Autódromo José Carlos Pace,1,Lewis Hamilton,12361,1,0.945273632,1
5489,Autódromo José Carlos Pace,3,Lewis Hamilton,12732,3,0.945273632,1
5493,Autódromo José Carlos Pace,1,Valtteri Bottas,10303,1,0.965034965,1
5494,Autódromo José Carlos Pace,3,Valtteri Bottas,10667,3,0.965034965,1
5495,Autódromo José Carlos Pace,4,Valtteri Bottas,11038,5,0.965034965,1
5508,Autódromo José Carlos Pace,15,Daniel Ricciardo,8548,16,0.942196532,1
5509,Autódromo José Carlos Pace,7,Daniel Ricciardo,8912,7,0.942196532,1
5513,Autódromo José Carlos Pace,17,Daniil Kvyat,7502,14,0.917525773,1
5514,Autódromo José Carlos Pace,14,Daniil Kvyat,8237,14,0.917525773,1
5515,Autódromo José Carlos Pace,10,Carlos Sainz,7745,12,0.903846154,1
5516,Autódromo José Carlos Pace,15,Carlos Sainz,8109,15,0.903846154,1
5517,Autódromo José Carlos Pace,9,Max Verstappen,6620,10,0.914285714,1
5518,Autódromo José Carlos Pace,19,Pierre Gasly,7949,17,0.93877551,1
5519,Autódromo José Carlos Pace,9,Pierre Gasly,8313,10,0.93877551,1
5520,Autódromo José Carlos Pace,6,Pierre Gasly,8684,7,0.93877551,1
5538,Autódromo José Carlos Pace,18,Sergio Pérez,9053,17,0.933333333,1
5539,Autódromo José Carlos Pace,11,Sergio Pérez,9424,13,0.933333333,1
5540,Autódromo José Carlos Pace,9,Sergio Pérez,9788,9,0.933333333,1
5541,Autódromo José Carlos Pace,5,Sergio Pérez,10152,6,0.933333333,1
5542,Autódromo José Carlos Pace,12,Sergio Pérez,10516,12,0.933333333,1
5543,Autódromo José Carlos Pace,10,Esteban Ocon,7726,11,0.923076923,1
5544,Autódromo José Carlos Pace,18,Esteban Ocon,8090,13,0.923076923,1
5571,Autódromo José Carlos Pace,17,Sergio Pérez,7975,17,0.933333333,1
5572,Autódromo José Carlos Pace,12,Sergio Pérez,8339,13,0.933333333,1
5582,Autódromo José Carlos Pace,7,Charles Leclerc,7696,8,0.844444444,1
5599,Autódromo José Carlos Pace,2,Sebastian Vettel,8528,2,0.955,1
5600,Autódromo José Carlos Pace,1,Sebastian Vettel,8913,1,0.955,1
5601,Autódromo José Carlos Pace,4,Sebastian Vettel,9277,4,0.955,1
5602,Autódromo José Carlos Pace,1,Sebastian Vettel,9641,1,0.955,1
5603,Autódromo José Carlos Pace,6,Sebastian Vettel,9991,6,0.955,1
5610,Autódromo José Carlos Pace,9,Daniel Ricciardo,9262,9,0.942196532,1
5611,Autódromo José Carlos Pace,19,Daniel Ricciardo,9633,9,0.942196532,1
5612,Autódromo José Carlos Pace,6,Daniel Ricciardo,9997,6,0.942196532,1
5613,Autódromo José Carlos Pace,14,Daniel Ricciardo,10361,5,0.942196532,1
5614,Autódromo José Carlos Pace,11,Daniel Ricciardo,10725,6,0.942196532,1
5615,Autódromo José Carlos Pace,6,Daniil Kvyat,7873,7,0.917525773,1
5616,Autódromo José Carlos Pace,4,Max Verstappen,6984,4,0.914285714,1
5617,Autódromo José Carlos Pace,4,Max Verstappen,7348,4,0.914285714,1
5618,Autódromo José Carlos Pace,5,Max Verstappen,7712,5,0.914285714,1
5619,Autódromo José Carlos Pace,1,Max Verstappen,8083,1,0.914285714,1
5620,Autódromo José Carlos Pace,5,Alexander Albon,8639,6,0.956521739,1
5625,Autódromo José Carlos Pace,8,Kimi Räikkönen,12093,9,0.944099379,1
5627,Autódromo José Carlos Pace,18,Romain Grosjean,9719,18,0.851851852,1
5628,Autódromo José Carlos Pace,6,Romain Grosjean,10083,6,0.851851852,1
5629,Autódromo José Carlos Pace,14,Romain Grosjean,10433,15,0.851851852,1
5630,Autódromo José Carlos Pace,14,Romain Grosjean,10804,15,0.851851852,1
5633,Autódromo José Carlos Pace,8,Kimi Räikkönen,14641,9,0.944099379,1
5634,Autódromo José Carlos Pace,12,Antonio Giovinazzi,9469,13,0.88,1
5639,Autódromo José Carlos Pace,7,Romain Grosjean,11168,7,0.851851852,1
5640,Autódromo José Carlos Pace,11,Romain Grosjean,11532,12,0.851851852,1
5641,Autódromo José Carlos Pace,8,Romain Grosjean,11896,9,0.851851852,1
5642,Autódromo José Carlos Pace,7,Romain Grosjean,12267,8,0.851851852,1
5644,Autódromo José Carlos Pace,13,Kevin Magnussen,9169,14,0.952380952,1
5645,Autódromo José Carlos Pace,10,Kevin Magnussen,9533,11,0.952380952,1
5646,Autódromo José Carlos Pace,9,Kevin Magnussen,9904,10,0.952380952,1
5656,Autódromo José Carlos Pace,22,Daniel Ricciardo,8184,22,0.942196532,1
5701,Autódromo José Carlos Pace,15,Sergio Pérez,10887,15,0.933333333,1
5702,Autódromo José Carlos Pace,17,Lance Stroll,7689,17,0.923076923,1
5704,Autódromo José Carlos Pace,22,Esteban Ocon,7362,20,0.923076923,1
5716,Yas Marina Circuit,7,Daniel Ricciardo,11110,8,0.942196532,1
5717,Yas Marina Circuit,18,Kevin Magnussen,8819,18,0.952380952,1
5718,Yas Marina Circuit,12,Carlos Sainz,8487,12,0.903846154,1
5719,Yas Marina Circuit,11,Carlos Sainz,8851,11,0.903846154,1
5734,Yas Marina Circuit,15,Valtteri Bottas,8833,16,0.965034965,1
5735,Yas Marina Circuit,3,Valtteri Bottas,9218,3,0.965034965,1
5736,Yas Marina Circuit,6,Valtteri Bottas,9589,6,0.965034965,1
5737,Yas Marina Circuit,11,Valtteri Bottas,9953,11,0.965034965,1
5738,Yas Marina Circuit,15,Lance Stroll,6968,15,0.923076923,1
5739,Yas Marina Circuit,20,Lance Stroll,7332,20,0.923076923,1
5741,Yas Marina Circuit,18,George Russell,7959,19,0.958333333,1
5755,Yas Marina Circuit,2,Lewis Hamilton,9442,2,0.945273632,1
5756,Yas Marina Circuit,2,Lewis Hamilton,9806,2,0.945273632,1
5757,Yas Marina Circuit,1,Lewis Hamilton,10163,1,0.945273632,1
5758,Yas Marina Circuit,8,Sergio Pérez,8682,9,0.933333333,1
5759,Yas Marina Circuit,9,Kevin Magnussen,8084,9,0.952380952,1
5760,Yas Marina Circuit,8,Carlos Sainz,9222,9,0.903846154,1
5763,Yas Marina Circuit,6,Lando Norris,7323,7,0.916666667,1
5770,Yas Marina Circuit,15,Sebastian Vettel,10376,16,0.955,1
5771,Yas Marina Circuit,5,Sebastian Vettel,10740,5,0.955,1
5772,Yas Marina Circuit,3,Sebastian Vettel,11104,3,0.955,1
5773,Yas Marina Circuit,3,Sebastian Vettel,11468,3,0.955,1
5774,Yas Marina Circuit,4,Sebastian Vettel,11839,5,0.955,1
5776,Yas Marina Circuit,7,Kimi Räikkönen,12821,7,0.944099379,1
5777,Yas Marina Circuit,3,Kimi Räikkönen,13192,3,0.944099379,1
5778,Yas Marina Circuit,4,Kimi Räikkönen,13556,4,0.944099379,1
5779,Yas Marina Circuit,5,Kimi Räikkönen,13920,5,0.944099379,1
5780,Yas Marina Circuit,4,Kimi Räikkönen,14284,4,0.944099379,1
5785,Yas Marina Circuit,3,Charles Leclerc,8081,4,0.844444444,1
5807,Yas Marina Circuit,4,Lewis Hamilton,10527,4,0.945273632,1
5808,Yas Marina Circuit,2,Lewis Hamilton,10912,2,0.945273632,1
5809,Yas Marina Circuit,2,Lewis Hamilton,11283,2,0.945273632,1
5810,Yas Marina Circuit,1,Lewis Hamilton,11647,1,0.945273632,1
5811,Yas Marina Circuit,2,Lewis Hamilton,12011,2,0.945273632,1
5812,Yas Marina Circuit,1,Lewis Hamilton,12375,1,0.945273632,1
5813,Yas Marina Circuit,1,Lewis Hamilton,12746,1,0.945273632,1
5817,Yas Marina Circuit,1,Valtteri Bottas,10317,1,0.965034965,1
5818,Yas Marina Circuit,2,Valtteri Bottas,10681,2,0.965034965,1
5819,Yas Marina Circuit,20,Valtteri Bottas,11052,2,0.965034965,1
5826,Yas Marina Circuit,16,Daniel Ricciardo,8527,17,0.942196532,1
5827,Yas Marina Circuit,9,Daniel Ricciardo,8891,10,0.942196532,1
5831,Yas Marina Circuit,5,Daniil Kvyat,7516,5,0.917525773,1
5832,Yas Marina Circuit,17,Daniil Kvyat,8251,17,0.917525773,1
5833,Yas Marina Circuit,13,Daniil Kvyat,9350,14,0.917525773,1
5834,Yas Marina Circuit,10,Carlos Sainz,7759,10,0.903846154,1
5835,Yas Marina Circuit,21,Carlos Sainz,8123,21,0.903846154,1
5836,Yas Marina Circuit,11,Max Verstappen,6634,11,0.914285714,1
5837,Yas Marina Circuit,17,Pierre Gasly,7963,17,0.93877551,1
5838,Yas Marina Circuit,17,Pierre Gasly,8327,17,0.93877551,1
5839,Yas Marina Circuit,11,Pierre Gasly,8698,12,0.93877551,1
5855,Yas Marina Circuit,11,Sergio Pérez,9067,11,0.933333333,1
5856,Yas Marina Circuit,4,Sergio Pérez,9438,4,0.933333333,1
5857,Yas Marina Circuit,8,Sergio Pérez,9802,8,0.933333333,1
5858,Yas Marina Circuit,8,Sergio Pérez,10166,8,0.933333333,1
5859,Yas Marina Circuit,14,Sergio Pérez,10530,14,0.933333333,1
5860,Yas Marina Circuit,9,Esteban Ocon,7740,9,0.923076923,1
5861,Yas Marina Circuit,9,Esteban Ocon,8104,9,0.923076923,1
5868,Yas Marina Circuit,11,Sergio Pérez,7961,11,0.933333333,1
5869,Yas Marina Circuit,11,Sergio Pérez,8318,12,0.933333333,1
5879,Yas Marina Circuit,8,Charles Leclerc,7710,8,0.844444444,1
5888,Yas Marina Circuit,1,Sebastian Vettel,8535,1,0.955,1
5889,Yas Marina Circuit,1,Sebastian Vettel,8899,1,0.955,1
5890,Yas Marina Circuit,24,Sebastian Vettel,9256,3,0.955,1
5891,Yas Marina Circuit,2,Sebastian Vettel,9620,2,0.955,1
5892,Yas Marina Circuit,5,Daniel Ricciardo,9647,5,0.942196532,1
5893,Yas Marina Circuit,3,Daniel Ricciardo,10011,3,0.942196532,1
5894,Yas Marina Circuit,4,Daniel Ricciardo,10375,4,0.942196532,1
5895,Yas Marina Circuit,5,Daniel Ricciardo,10739,5,0.942196532,1
5896,Yas Marina Circuit,9,Daniil Kvyat,7887,9,0.917525773,1
5897,Yas Marina Circuit,6,Max Verstappen,6998,6,0.914285714,1
5898,Yas Marina Circuit,6,Max Verstappen,7362,6,0.914285714,1
5899,Yas Marina Circuit,6,Max Verstappen,7726,6,0.914285714,1
5900,Yas Marina Circuit,2,Max Verstappen,8097,3,0.914285714,1
5901,Yas Marina Circuit,5,Alexander Albon,8653,6,0.956521739,1
5902,Yas Marina Circuit,4,Kimi Räikkönen,12072,5,0.944099379,1
5903,Yas Marina Circuit,22,Kimi Räikkönen,12436,5,0.944099379,1
5904,Yas Marina Circuit,9,Romain Grosjean,9698,10,0.851851852,1
5905,Yas Marina Circuit,6,Romain Grosjean,10062,7,0.851851852,1
5906,Yas Marina Circuit,18,Romain Grosjean,10447,14,0.851851852,1
5907,Yas Marina Circuit,18,Romain Grosjean,10818,15,0.851851852,1
5910,Yas Marina Circuit,17,Kimi Räikkönen,14655,18,0.944099379,1
5911,Yas Marina Circuit,16,Antonio Giovinazzi,9483,17,0.88,1
5918,Yas Marina Circuit,14,Romain Grosjean,11182,14,0.851851852,1
5919,Yas Marina Circuit,16,Romain Grosjean,11546,16,0.851851852,1
5920,Yas Marina Circuit,7,Romain Grosjean,11910,7,0.851851852,1
5921,Yas Marina Circuit,15,Romain Grosjean,12281,16,0.851851852,1
5923,Yas Marina Circuit,14,Kevin Magnussen,9183,14,0.952380952,1
5924,Yas Marina Circuit,13,Kevin Magnussen,9547,13,0.952380952,1
5925,Yas Marina Circuit,14,Kevin Magnussen,9918,15,0.952380952,1
5931,Yas Marina Circuit,20,Daniel Ricciardo,8170,21,0.942196532,1
5932,Yas Marina Circuit,10,Sergio Pérez,10901,11,0.933333333,1
5933,Yas Marina Circuit,12,Lance Stroll,7703,13,0.923076923,1
5937,Yas Marina Circuit,20,Esteban Ocon,7376,20,0.923076923,1
5969,Circuit Gilles Villeneuve,4,Daniel Ricciardo,10935,4,0.942196532,1
5970,Circuit Gilles Villeneuve,9,Carlos Sainz,8683,9,0.903846154,1
6009,Circuit Gilles Villeneuve,3,Valtteri Bottas,8686,3,0.965034965,1
6010,Circuit Gilles Villeneuve,4,Valtteri Bottas,9050,4,0.965034965,1
6011,Circuit Gilles Villeneuve,4,Valtteri Bottas,9414,4,0.965034965,1
6012,Circuit Gilles Villeneuve,7,Valtteri Bottas,9785,7,0.965034965,1
6013,Circuit Gilles Villeneuve,17,Lance Stroll,6800,17,0.923076923,1
6014,Circuit Gilles Villeneuve,17,Lance Stroll,7164,17,0.923076923,1
6016,Circuit Gilles Villeneuve,18,George Russell,7784,19,0.958333333,1
6035,Circuit Gilles Villeneuve,1,Lewis Hamilton,9288,1,0.945273632,1
6036,Circuit Gilles Villeneuve,5,Lewis Hamilton,9652,5,0.945273632,1
6037,Circuit Gilles Villeneuve,2,Lewis Hamilton,10016,2,0.945273632,1
6048,Circuit Gilles Villeneuve,12,Sergio Pérez,8535,12,0.933333333,1
6049,Circuit Gilles Villeneuve,12,Kevin Magnussen,7916,12,0.952380952,1
6050,Circuit Gilles Villeneuve,11,Carlos Sainz,9047,9,0.903846154,1
6053,Circuit Gilles Villeneuve,8,Lando Norris,7148,8,0.916666667,1
6062,Circuit Gilles Villeneuve,18,Sebastian Vettel,10201,16,0.955,1
6063,Circuit Gilles Villeneuve,3,Sebastian Vettel,10572,3,0.955,1
6064,Circuit Gilles Villeneuve,2,Sebastian Vettel,10936,2,0.955,1
6065,Circuit Gilles Villeneuve,1,Sebastian Vettel,11300,1,0.955,1
6066,Circuit Gilles Villeneuve,1,Sebastian Vettel,11664,1,0.955,1
6069,Circuit Gilles Villeneuve,10,Kimi Räikkönen,12653,10,0.944099379,1
6070,Circuit Gilles Villeneuve,3,Kimi Räikkönen,13017,3,0.944099379,1
6071,Circuit Gilles Villeneuve,6,Kimi Räikkönen,13388,6,0.944099379,1
6072,Circuit Gilles Villeneuve,4,Kimi Räikkönen,13752,4,0.944099379,1
6073,Circuit Gilles Villeneuve,5,Kimi Räikkönen,14116,5,0.944099379,1
6091,Circuit Gilles Villeneuve,3,Charles Leclerc,7906,3,0.844444444,1
6153,Circuit Gilles Villeneuve,2,Lewis Hamilton,10380,2,0.945273632,1
6154,Circuit Gilles Villeneuve,2,Lewis Hamilton,10744,2,0.945273632,1
6155,Circuit Gilles Villeneuve,1,Lewis Hamilton,11108,1,0.945273632,1
6156,Circuit Gilles Villeneuve,1,Lewis Hamilton,11479,1,0.945273632,1
6157,Circuit Gilles Villeneuve,1,Lewis Hamilton,11843,1,0.945273632,1
6158,Circuit Gilles Villeneuve,4,Lewis Hamilton,12207,4,0.945273632,1
6159,Circuit Gilles Villeneuve,2,Lewis Hamilton,12571,2,0.945273632,1
6163,Circuit Gilles Villeneuve,3,Valtteri Bottas,10149,3,0.965034965,1
6164,Circuit Gilles Villeneuve,2,Valtteri Bottas,10513,2,0.965034965,1
6165,Circuit Gilles Villeneuve,6,Valtteri Bottas,10877,6,0.965034965,1
6176,Circuit Gilles Villeneuve,14,Daniel Ricciardo,8380,14,0.942196532,1
6177,Circuit Gilles Villeneuve,11,Daniel Ricciardo,8744,10,0.942196532,1
6181,Circuit Gilles Villeneuve,15,Daniil Kvyat,7348,15,0.917525773,1
6182,Circuit Gilles Villeneuve,15,Daniil Kvyat,8083,13,0.917525773,1
6183,Circuit Gilles Villeneuve,11,Daniil Kvyat,8447,11,0.917525773,1
6184,Circuit Gilles Villeneuve,10,Daniil Kvyat,9175,12,0.917525773,1
6185,Circuit Gilles Villeneuve,11,Carlos Sainz,7584,11,0.903846154,1
6186,Circuit Gilles Villeneuve,20,Carlos Sainz,7955,16,0.903846154,1
6187,Circuit Gilles Villeneuve,13,Carlos Sainz,8319,13,0.903846154,1
6188,Circuit Gilles Villeneuve,19,Max Verstappen,6459,12,0.914285714,1
6189,Circuit Gilles Villeneuve,16,Pierre Gasly,8159,16,0.93877551,1
6191,Circuit Gilles Villeneuve,13,Alexander Albon,8478,14,0.956521739,1
6205,Circuit Gilles Villeneuve,13,Sergio Pérez,8899,13,0.933333333,1
6206,Circuit Gilles Villeneuve,10,Sergio Pérez,9263,10,0.933333333,1
6207,Circuit Gilles Villeneuve,11,Sergio Pérez,9634,11,0.933333333,1
6208,Circuit Gilles Villeneuve,8,Sergio Pérez,9998,8,0.933333333,1
6209,Circuit Gilles Villeneuve,10,Sergio Pérez,10362,10,0.933333333,1
6210,Circuit Gilles Villeneuve,9,Esteban Ocon,7572,9,0.923076923,1
6211,Circuit Gilles Villeneuve,8,Esteban Ocon,7936,8,0.923076923,1
6233,Circuit Gilles Villeneuve,15,Sergio Pérez,8171,15,0.933333333,1
6243,Circuit Gilles Villeneuve,13,Charles Leclerc,7542,13,0.844444444,1
6256,Circuit Gilles Villeneuve,2,Sebastian Vettel,8381,3,0.955,1
6257,Circuit Gilles Villeneuve,1,Sebastian Vettel,8745,1,0.955,1
6258,Circuit Gilles Villeneuve,1,Sebastian Vettel,9109,1,0.955,1
6259,Circuit Gilles Villeneuve,1,Sebastian Vettel,9473,1,0.955,1
6260,Circuit Gilles Villeneuve,3,Sebastian Vettel,9837,3,0.955,1
6267,Circuit Gilles Villeneuve,6,Daniel Ricciardo,9108,6,0.942196532,1
6268,Circuit Gilles Villeneuve,9,Daniel Ricciardo,9472,9,0.942196532,1
6269,Circuit Gilles Villeneuve,4,Daniel Ricciardo,9843,4,0.942196532,1
6270,Circuit Gilles Villeneuve,6,Daniel Ricciardo,10207,6,0.942196532,1
6271,Circuit Gilles Villeneuve,6,Daniel Ricciardo,10571,6,0.942196532,1
6272,Circuit Gilles Villeneuve,8,Daniil Kvyat,7712,8,0.917525773,1
6273,Circuit Gilles Villeneuve,5,Max Verstappen,6830,5,0.914285714,1
6274,Circuit Gilles Villeneuve,5,Max Verstappen,7194,5,0.914285714,1
6275,Circuit Gilles Villeneuve,3,Max Verstappen,7558,3,0.914285714,1
6276,Circuit Gilles Villeneuve,9,Max Verstappen,7922,11,0.914285714,1
6277,Circuit Gilles Villeneuve,5,Pierre Gasly,8523,5,0.93877551,1
6282,Circuit Gilles Villeneuve,12,Kimi Räikkönen,11925,12,0.944099379,1
6283,Circuit Gilles Villeneuve,10,Kimi Räikkönen,12289,9,0.944099379,1
6284,Circuit Gilles Villeneuve,7,Romain Grosjean,9551,7,0.851851852,1
6285,Circuit Gilles Villeneuve,22,Romain Grosjean,9915,19,0.851851852,1
6286,Circuit Gilles Villeneuve,14,Romain Grosjean,10279,14,0.851851852,1
6287,Circuit Gilles Villeneuve,5,Romain Grosjean,10643,5,0.851851852,1
6290,Circuit Gilles Villeneuve,16,Kimi Räikkönen,14480,17,0.944099379,1
6291,Circuit Gilles Villeneuve,12,Antonio Giovinazzi,9308,13,0.88,1
6298,Circuit Gilles Villeneuve,14,Romain Grosjean,11014,15,0.851851852,1
6299,Circuit Gilles Villeneuve,14,Romain Grosjean,11378,14,0.851851852,1
6300,Circuit Gilles Villeneuve,20,Romain Grosjean,11742,20,0.851851852,1
6301,Circuit Gilles Villeneuve,14,Romain Grosjean,12106,15,0.851851852,1
6303,Circuit Gilles Villeneuve,18,Kevin Magnussen,9015,18,0.952380952,1
